Fall detcted at 2026-02-21 19:37:44.035786
Fall detcted at 2026-02-21 19:37:44.144979
Fall detcted at 2026-02-21 19:37:44.570683
Fall detcted at 2026-02-21 19:37:44.711324
Fall detcted at 2026-02-21 19:37:44.797099
Fall detcted at 2026-02-21 19:37:44.885390
Fall detcted at 2026-02-21 19:37:44.995270
Fall detcted at 2026-02-21 19:37:45.105002
Fall detcted at 2026-02-21 19:37:45.222532
Fall detcted at 2026-02-21 19:37:45.300038
Fall detcted at 2026-02-21 19:37:45.386538
Fall detcted at 2026-02-21 19:37:45.481741
Fall detcted at 2026-02-21 19:37:45.565432
Fall detcted at 2026-02-21 19:41:15.369157
Fall detcted at 2026-02-21 21:35:27.036903
Fall detcted at 2026-02-21 21:37:17.013660
Fall detcted at 2026-02-21 21:39:10.892271
Fall detcted at 2026-02-22 10:13:42.273366
Fall detcted at 2026-02-22 10:15:56.191906
Fall detcted at 2026-02-22 10:17:47.346452
Fall detcted at 2026-02-22 10:20:13.111202
